id,Name,Price,Rating,Reviews,Mileage,Location,Price_change,Deals,Model
2192,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2193,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
2194,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
2195,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2196,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
2197,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
2198,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
2199,2021 Mercedes-Benz AMG GT 43 Base,69428,4.7,1538,36896,"North Olmsted, OH",2995,Fair Deal,Mercedes-Benz Certified
2200,2019 Toyota Tacoma TRD Off Road,32694,4.8,2641,25898,"Westbury, NY",0,Good Deal,Toyota Certified
2201,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
2202,2023 Cadillac CT5-V V-Series,55086,4.5,273,1315,"Henderson, NV",2213,Great Deal,Cadillac Certified
2203,2021 Hyundai Palisade Limited,33567,4.3,527,48286,"Gastonia, NC",1333,Great Deal,Hyundai Certified
2204,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
2205,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2206,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
2207,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2208,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2209,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2210,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
2211,2023 Audi A5 Sportback 45 S Line Premium Plus,45795,4.7,915,3229,"Natick, MA",400,Great Deal,Audi Certified
2212,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2213,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
2214,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
2215,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2216,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2217,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2218,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
2219,2023 Kia Sportage SX,31995,4.8,428,5333,"Carrollton, TX",0,Good Deal,Kia Certified
2220,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
2221,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
2222,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
2223,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2224,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2225,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2226,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2227,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2228,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2229,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
2230,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
2231,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2232,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2233,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
2234,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
2235,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
2236,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
2237,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
2238,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
2239,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2240,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2241,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2242,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2243,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2244,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
2245,2021 Toyota Tundra SR5,32225,3.4,268,67400,"Thousand Oaks, CA",1040,Great Deal,Toyota Certified
2246,2023 Toyota 4Runner SR5 Premium,38995,4.9,2440,26924,"Inver Grove Heights, MN",2000,Great Deal,Toyota Certified
2247,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2248,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2249,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
2250,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
2251,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2252,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2253,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2254,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2255,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
2256,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2257,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2258,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2259,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
2260,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
2261,2020 Toyota Tacoma SR5,29285,2.9,536,73454,"Cincinnati, OH",200,Good Deal,Toyota Certified
2262,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
2263,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
2264,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
2265,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
2266,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
2267,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
2268,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2269,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2270,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
2271,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
2272,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
2273,2021 Cadillac CT5 V-Series,42997,4.6,445,46714,"Chandler, AZ",2000,Fair Deal,Cadillac Certified
2274,2019 Chevrolet Corvette Stingray,51744,4.7,1731,15561,"Waukesha, WI",251,Good Deal,Chevrolet Certified
2275,2022 Porsche Macan Base,51881,4.9,3305,9556,"Riverside, CA",2000,Great Deal,Porsche Certified
2276,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2277,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
2278,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
2279,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
2280,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2281,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2282,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2283,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
2284,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
2285,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
2286,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2287,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
2288,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2289,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
2290,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2291,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
2292,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
2293,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2294,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2295,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2296,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2297,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
2298,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2299,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2300,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2301,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
2302,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
2303,2020 Toyota Tacoma SR5,29285,2.9,536,73454,"Cincinnati, OH",200,Good Deal,Toyota Certified
2304,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
2305,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
2306,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
2307,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
2308,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
2309,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
2310,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2311,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2312,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2313,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2314,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2315,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2316,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2317,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2318,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
2319,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2320,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2321,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2322,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2323,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
2324,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2325,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2326,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2327,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2328,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2329,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2330,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2331,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
2332,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2333,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2334,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
2335,2023 Jeep Grand Cherokee L Limited,43687,4.8,1957,6643,"Cumming, GA",308,Great Deal,Jeep Certified
2336,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2337,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2338,2019 Nissan Titan SV,32899,4.9,805,8765,"Beavercreek, OH",977,Good Deal,Nissan Certified
2339,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
2340,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
2341,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
2342,2018 Toyota Highlander Hybrid LE,32877,4.9,1770,52630,"Matteson, IL",1118,Fair Deal,Toyota Certified
2343,2019 Toyota RAV4 Hybrid XSE,28389,3.9,451,76930,"Chicago, IL",557,Good Deal,Toyota Certified
2344,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2345,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2346,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2347,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2348,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2349,2023 Volkswagen Golf GTI 2.0T Autobahn,33995,4.9,2167,10091,"Neptune, NJ",505,Good Deal,Volkswagen Certified
2350,2021 Toyota Tundra SR5,32225,3.4,268,67400,"Thousand Oaks, CA",1040,Great Deal,Toyota Certified
2351,2023 Toyota 4Runner SR5 Premium,38995,4.9,2440,26924,"Inver Grove Heights, MN",2000,Great Deal,Toyota Certified
2352,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2353,2023 Toyota 4Runner SR5 Premium,38995,4.9,2440,26924,"Inver Grove Heights, MN",2000,Great Deal,Toyota Certified
2354,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2355,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2356,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2357,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2358,2022 Porsche Macan Base,51881,4.9,3305,9556,"Riverside, CA",2000,Great Deal,Porsche Certified
2359,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2360,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2361,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
2362,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
2363,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2364,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
2365,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
2366,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
2367,2021 Mercedes-Benz AMG GT 43 Base,69428,4.7,1538,36896,"North Olmsted, OH",2995,Fair Deal,Mercedes-Benz Certified
2368,2019 Toyota Tacoma TRD Off Road,32694,4.8,2641,25898,"Westbury, NY",0,Good Deal,Toyota Certified
2369,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
2370,2023 Cadillac CT5-V V-Series,55086,4.5,273,1315,"Henderson, NV",2213,Great Deal,Cadillac Certified
2371,2021 Hyundai Palisade Limited,33567,4.3,527,48286,"Gastonia, NC",1333,Great Deal,Hyundai Certified
2372,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
2373,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
2374,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2375,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2376,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2377,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2378,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2379,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2380,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2381,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
2382,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2383,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2384,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2385,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2386,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
2387,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2388,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2389,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2390,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2391,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2392,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2393,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2394,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
2395,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2396,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2397,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2398,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2399,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2400,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2401,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2402,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
2403,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2404,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2405,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2406,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2407,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
2408,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2409,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2410,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2411,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2412,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2413,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2414,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2415,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
2416,2023 Toyota 4Runner SR5 Premium,38995,4.9,2440,26924,"Inver Grove Heights, MN",2000,Great Deal,Toyota Certified
2417,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2418,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2419,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2420,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2421,2022 Porsche Macan Base,51881,4.9,3305,9556,"Riverside, CA",2000,Great Deal,Porsche Certified
2422,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2423,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
